"CHR_OBJECT"	"OBJ_CLASS"	"OBJ_STATUS"	"OBJ_USER_STATUS"	"CHR_CHAR"	"CHR_VALUE"
"400026276"	"ZMOG_EQUI_APSV"	"INST"	""	"ISTR"	"3/4"" 2500# RTJ"
"400185417"	"ZMOG_EQUI_APSV"	"AVLB"	""	"OSTR"	"6"" RF 150 LBS"
"400185417"	"ZMOG_EQUI_APSV"	"AVLB"	""	"BELM"	"ST.ST.316L - KEL 'F' COATED"
"400185417"	"ZMOG_EQUI_APSV"	"AVLB"	""	"NSGFO"	"8 STK 3/4"" X 115 MM FLT"
"400185417"	"ZMOG_EQUI_APSV"	"AVLB"	""	"SEMA"	"TRIM MAT.: AL-BRONZE"
"DFFA-PIT-300538"	"ZMOG_FLOC_PPT"	"CRTE"	"APPR"	"SETPL"	"PAL: 9 BARG"
"DFFA-T-3001"	"ZMOG_FLOC_PT"	"CRTE"	"APPR"	"FILL"	"CASTROL BRAYCO MICRONIC SV/200"
"DFFA-PIT-300932"	"ZMOG_FLOC_PPT"	"CRTE"	"APPR"	"ZB"	"DFFA-FP-2091 - Z01"
"400380354"	"ZISO_EQUI_MVCH"	"INST"	""	"WEI"	"8 KG"
"RFA-MC-1419_1"	"ZMOG_FLOC_PRAD"	"CRTE"	"APPR"	"OER1"	"CABLE NO. T4005, T4005A"
"RFA-MC-1419_1"	"ZMOG_FLOC_PRAD"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"400049183"	"ZMOG_EQUI_AMS1"	"INST"	""	"K23NOC"	"-"
"400049183"	"ZMOG_EQUI_AMS1"	"INST"	""	"ORDN"	"-"
"400049183"	"ZMOG_EQUI_AMS1"	"INST"	""	"OC"	"-"
"400049183"	"ZMOG_EQUI_AMS1"	"INST"	""	"K3CLRMT"	"-"
"HDAB-L-1801-F15_03"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"PTN"	"HDAB-N-1801"
"400007331"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"14,5W"
"400007422"	"ZMOG_EQUI_ALOU"	"INST"	""	"NIMP"	"100 V LINE"
"400007422"	"ZMOG_EQUI_ALOU"	"INST"	""	"MAT"	"ALLUMINIUM ALLOY"
"400007422"	"ZMOG_EQUI_ALOU"	"INST"	""	"SOPP"	"118 DB"
"400007392"	"ZMOG_EQUI_AILU"	"INST"	""	"OER1"	"PTB 01 ATEX 2093"
"400007428"	"ZMOG_EQUI_APUE"	"INST"	""	"CONNX"	"1/2"" NPT"
"400007429"	"ZMOG_EQUI_APTC"	"INST"	""	"WEI"	"5.4 KG"
"400007438"	"ZMOG_EQUI_AAUX"	"INST"	""	"FLT1"	"EU-6"
"400007476"	"ZMOG_EQUI_AIRD"	"INST"	""	"DIM2"	"119 * 122 * 246"
"400007476"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"24 V"
"400007476"	"ZMOG_EQUI_AIRD"	"INST"	""	"WEI"	"4,5 KG"
"400007475"	"ZMOG_EQUI_AIRD"	"INST"	""	"WEI"	"4,5 KG"
"400007475"	"ZMOG_EQUI_AIRD"	"INST"	""	"DIM2"	"119 * 122 * 246"
"400007475"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"14,5W"
"400007482"	"ZMOG_EQUI_AIRD"	"INST"	""	"WEI"	"4,5 KG"
"400007482"	"ZMOG_EQUI_AIRD"	"INST"	""	"DIM2"	"119 * 122 * 246"
"400007482"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"14,5W"
"GEA-XGE-1529_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"COSC"	"NF-0150 / NF-4045"
"GEA-XGE-1506_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"COSC"	"CG-2087 / NF-4041"
"400007572"	"ZMOG_EQUI_AEJB"	"INST"	""	"CABG"	"MCT"
"400351012"	"ZMOG_EQUI_AJB"	"INST"	""	"ORDN"	"-"
"400007602"	"ZMOG_EQUI_APTE"	"INST"	""	"BABM"	"316 SST"
"400007602"	"ZMOG_EQUI_APTE"	"INST"	""	"DIM"	"109 X 68,6 X 68,6"
"400007641"	"ZMOG_EQUI_AITA"	"INST"	""	"NOPH"	"1"
"400007641"	"ZMOG_EQUI_AITA"	"INST"	""	"TIR1"	"N/A"
"400007641"	"ZMOG_EQUI_AITA"	"INST"	""	"PCOM"	"4,5 W"
"400007644"	"ZMOG_EQUI_ACSQ"	"INST"	""	"PHAD"	"NA"
"400007644"	"ZMOG_EQUI_ACSQ"	"INST"	""	"TIMD"	"0 ... 1 IN STEPS OF 0,1"
"400007644"	"ZMOG_EQUI_ACSQ"	"INST"	""	"LLD"	"NA"
"400007661"	"ZMOG_EQUI_ATTE"	"INST"	""	"ENCPK"	"IP67"
"400007728"	"ZMOG_EQUI_ATPX"	"INST"	""	"EXPR"	"EEX IIC T6"
"400007698"	"ZMOG_EQUI_AVSE"	"INST"	""	"SUPP"	"19-253VAC / 19-55VDC"
"400007721"	"ZMOG_EQUI_ADR4"	"INST"	""	"FRER"	"7.1 TO 7.9 GHZ"
"400007752"	"ZMOG_EQUI_ATIN"	"INST"	""	"CONNX"	"1/2"" NPT"
"400007768"	"ZMOG_EQUI_AIRG"	"DLFL"	""	"BODM"	"STAINLESS STEEL 316"
"400007768"	"ZMOG_EQUI_AIRG"	"DLFL"	""	"RA"	"IN"
"400007767"	"ZMOG_EQUI_APSV"	"INST"	""	"OSTR"	"OPEN"
"400007841"	"ZMOG_EQUI_ALOU"	"INST"	""	"CERT"	"01ATEX122"
"400007864"	"ZMOG_EQUI_AJB"	"INST"	""	"HOMA"	"GLASSFIBRE ARMOURED POLYESTER"
"400007864"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"SAK 2,5 EX X 22"
"400007862"	"ZMOG_EQUI_ATPX"	"INST"	""	"EXPR"	"EEX IIC T6"
"400007882"	"ZMOG_EQUI_AFSE"	"INST"	""	"SUPD"	"24 VDC"
"400007882"	"ZMOG_EQUI_AFSE"	"INST"	""	"DES"	"-10 TO +60	C"
"400007872"	"ZMOG_EQUI_APTC"	"INST"	""	"BABM"	"316L"
"400007872"	"ZMOG_EQUI_APTC"	"INST"	""	"SUPD"	"24 VDC"
"400007872"	"ZMOG_EQUI_APTC"	"INST"	""	"EXCE"	"KEMA 03 ATEX 1544X"
"400056132"	"ZMOG_EQUI_ALOU"	"INAC"	""	"SOPP"	"117 DB"
"400184330"	"ZMOG_EQUI_AEJB"	"INAC"	""	"CERT"	"SIRA 00ATEX3200&SIRA 993028U"
"400184330"	"ZMOG_EQUI_AEJB"	"INAC"	""	"DIM"	"122X120X90"
"400007871"	"ZMOG_EQUI_APTC"	"INST"	""	"SUPD"	"24 VDC"
"400007871"	"ZMOG_EQUI_APTC"	"INST"	""	"EXCE"	"KEMA 03 ATEX 1544X"
"400007871"	"ZMOG_EQUI_APTC"	"INST"	""	"BABM"	"316L"
"400007869"	"ZMOG_EQUI_APTC"	"INST"	""	"EXCE"	"KEMA 03 ATEX 1544X"
"400007869"	"ZMOG_EQUI_APTC"	"INST"	""	"BABM"	"316L"
"400007869"	"ZMOG_EQUI_APTC"	"INST"	""	"SUPD"	"24 VDC"
"400007914"	"ZMOG_EQUI_AFIA"	"INST"	""	"OC"	"-"
"400007914"	"ZMOG_EQUI_AFIA"	"INST"	""	"DSD"	"N/A"
"400007910"	"ZMOG_EQUI_ASOV"	"INST"	""	"BABM"	"EPOXY, 4305, 1.405, 1.4303"
"DFBA-MCV-30314"	"ZMOG_FLOC_PXCV"	"CRTE"	"APPR"	"POSS"	"PEPPEL & FUCHS/NCB5-18GM40-NO"
"DFBA-PI-30063"	"ZMOG_FLOC_PPI"	"CRTE"	"APPR NOPM"	"CARA"	"0-16 BARG"
"DFBA-PI-30053"	"ZMOG_FLOC_PPI"	"CRTE"	"APPR NOPM"	"CARA"	"0-16 BARG"
"DFBA-HIC-45014"	"ZMOG_FLOC_PHIC"	"CRTE"	"APPR"	"ENCP"	"65"
"DFBA-HIC-45014"	"ZMOG_FLOC_PHIC"	"CRTE"	"APPR"	"PNC"	"1/4"" NPT"
"400090647"	"ZMOG_EQUI_ALOU"	"INAC"	""	"SOPP"	"117 DB"
"400360826"	"ZMOG_EQUI_ALOU"	"INAC"	""	"SOPP"	"-"
"400360826"	"ZMOG_EQUI_ALOU"	"INAC"	""	"NIMP"	"-"
"400360826"	"ZMOG_EQUI_ALOU"	"INAC"	""	"ORDN"	"-"
"400009058"	"ZMOG_EQUI_AT"	"INST"	""	"DES"	"0.13 BARG, 50C"
"400009070"	"ZMOG_EQUI_APUE"	"INST"	""	"CONNX"	"G 1/2"" A (TO DIN 16 288)"
"400009070"	"ZMOG_EQUI_APUE"	"INST"	""	"SUPD"	"24 VDC"
"400009149"	"ZMOG_EQUI_AILU"	"INST"	""	"OER2"	"MARINE BRONZE"
"400009149"	"ZMOG_EQUI_AILU"	"INST"	""	"ENCK"	"IP67"
"400009149"	"ZMOG_EQUI_AILU"	"INST"	""	"WEI"	"31 KG"
"400009155"	"ZMOG_EQUI_AILU"	"AVLB"	""	"TYPE"	"SINGLE ENDED T/HALOGEN"
"400009155"	"ZMOG_EQUI_AILU"	"AVLB"	""	"RP"	"0,500 KW"
"400154030"	"ZMOG_EQUI_AZSE"	"DLFL"	""	"ENCPK"	"IP67"
"400009170"	"ZMOG_EQUI_AEJB"	"INST"	""	"EXCA"	"EEX IA II CT6"
"400009170"	"ZMOG_EQUI_AEJB"	"INST"	""	"CERT"	"KEMA 99 ATEX 3172X"
"400009169"	"ZMOG_EQUI_AEJB"	"INST"	""	"CERT"	"KEMA 99 ATEX 3172X"
"400009169"	"ZMOG_EQUI_AEJB"	"INST"	""	"EXCA"	"EEX IA II CT6"
"DFGA-ZSO-500727"	"ZMOG_FLOC_PZS"	"CRTE"	"APPR"	"OER2"	"NA"
"DFGA-ZSO-500727"	"ZMOG_FLOC_PZS"	"CRTE"	"APPR"	"SWTA"	"PROXIMITY, 24V DC"
"400008129"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"340002/161/9164"
"400008126"	"ZMOG_EQUI_AEJB"	"INST"	""	"CERT"	"EX-82/3134"
"400008126"	"ZMOG_EQUI_AEJB"	"INST"	""	"WEI"	",3 KG"
"400008178"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"EEX PTB NO.: EX 83/2022X"
"400008206"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008206"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008190"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW OUT BACK PLATE"
"400008189"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW OUT BACK PLATE"
"400008209"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008209"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008233"	"ZMOG_EQUI_AZTX"	"INST"	""	"ELET"	"PROXIMITY ROTARY POSITIONER"
"400008201"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008201"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008213"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008213"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008219"	"ZMOG_EQUI_AJB"	"INST"	""	"EXCA"	"EEXE IIC T6"
"400008212"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008212"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008220"	"ZMOG_EQUI_AJB"	"INST"	""	"EXCA"	"EEXE IIC T6"
"400008312"	"ZMOG_EQUI_ASOV"	"INST"	""	"BABM"	"ANSI 316 L ST.ST."
"400008337"	"ZMOG_EQUI_APPP"	"INST"	""	"DESB"	"10.000 PSIG/-40 TO 121^0C"
"400008321"	"ZMOG_EQUI_APUE"	"INST"	""	"ELET"	"GOLD CONTACT"
"400008336"	"ZMOG_EQUI_APPP"	"INST"	""	"DESB"	"10.000 PSIG/-40 TO 121^0C"
"400008341"	"ZMOG_EQUI_APPP"	"INST"	""	"DESB"	"10.000 PSIG/-40 TO 121^0C"
"400008387"	"ZMOG_EQUI_APDC"	"INST"	""	"TEMPM"	"60	C /"
"400008414"	"ZMOG_EQUI_ACXD"	"INST"	""	"EXPRE"	"EEXEII T6"
"400008414"	"ZMOG_EQUI_ACXD"	"INST"	""	"DIM"	"640 X 240 X 354"
"400008414"	"ZMOG_EQUI_ACXD"	"INST"	""	"EXCE"	"LCIE 97D6121"
"400008387"	"ZMOG_EQUI_APDC"	"INST"	""	"ROA"	"ELECTRICAL STROKE ACTUATOR"
"400008387"	"ZMOG_EQUI_APDC"	"INST"	""	"DMEC"	"DIRECT"
"400008406"	"ZMOG_EQUI_AH2A"	"INST"	""	"RA"	"IN"
"400008406"	"ZMOG_EQUI_AH2A"	"INST"	""	"WEI"	"1,5 KG"
"400008407"	"ZMOG_EQUI_AH2A"	"INST"	""	"RA"	"IN"
"400008407"	"ZMOG_EQUI_AH2A"	"INST"	""	"WEI"	"1,5 KG"
"400008462"	"ZMOG_EQUI_AILU"	"AVLB"	""	"ENCK"	"IP67"
"400008482"	"ZMOG_EQUI_APPP"	"INST"	""	"DESB"	"10.000 PSIG/-40 TO 121^0C"
"400008470"	"ZMOG_EQUI_AEJB"	"INST"	""	"DIM"	"122 X 120 X 90"
"400008445"	"ZMOG_EQUI_AILU"	"INST"	""	"ENCK"	"IP54-67"
"HWAA-TT-42161"	"ZISO_FLOC_IPTS"	"CRTE"	"APPR"	"CSCPE"	"CP-4217"
"400008451"	"ZMOG_EQUI_AILU"	"INST"	""	"ENCK"	"IP67"
"400008493"	"ZMOG_EQUI_AEXC"	"INST"	""	"WP"	"59 BAR"
"400008496"	"ZMOG_EQUI_AECP"	"INST"	""	"SUPD"	"24 VDC"
"400008496"	"ZMOG_EQUI_AECP"	"INST"	""	"WEI"	"3.8 KG"
"400008512"	"ZMOG_EQUI_ASOV"	"INST"	""	"ENCPK"	"IP55"
"400008512"	"ZMOG_EQUI_ASOV"	"INST"	""	"ORDN"	"PE 339-00-J744"
"HWAA-TIT-42162"	"ZISO_FLOC_IPTS"	"CRTE"	"APPR"	"SETPH"	"TAHH: 190	C"
"400008541"	"ZMOG_EQUI_ALCX"	"INST"	""	"ORDN"	"PE-245747"
"400008585"	"ZMOG_EQUI_APUE"	"INST"	""	"RAZE"	"YES/EXTERNAL"
"400008585"	"ZMOG_EQUI_APUE"	"INST"	""	"ELET"	"SPDT"
"400467648"	"ZISO_EQUI_IPDI"	"INST"	""	"ELET"	"INDUC.PROXI.SWITCH, NAMUR"
"400008585"	"ZMOG_EQUI_APUE"	"INST"	""	"ENCPK"	"IP"
"400008703"	"ZMOG_EQUI_AMEL"	"INST"	""	"WI"	"F"
"400008732"	"ZMOG_EQUI_ASL"	"INST"	""	"FRRA"	"-"
"400008732"	"ZMOG_EQUI_ASL"	"INST"	""	"WEI"	"0.1 KG"
"400008734"	"ZMOG_EQUI_ASL"	"INST"	""	"FRRA"	"-"
"400008734"	"ZMOG_EQUI_ASL"	"INST"	""	"WEI"	"0.1 KG"
"400008738"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"10 95005 0053"
"400008741"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"10 95005 0053"
"400008773"	"ZMOG_EQUI_ADJB"	"INST"	""	"BODM"	"GLASS REINFORCED POLYESTER"
"400008778"	"ZMOG_EQUI_ADJB"	"INST"	""	"BODM"	"GLASS REINFORCED POLYESTER"
"400008742"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"10 95005 0053"
"400008776"	"ZMOG_EQUI_ADJB"	"INST"	""	"BODM"	"GLASS REINFORCED POLYESTER"
"400008160"	"ZMOG_EQUI_AEL5"	"INST"	""	"WEI"	"8 KG"
"400008160"	"ZMOG_EQUI_AEL5"	"INST"	""	"CERT"	"PTB NO. EX-86.B.1021"
"400008159"	"ZMOG_EQUI_AEL5"	"INST"	""	"CERT"	"PTB NO. EX-86.B.1021"
"400008159"	"ZMOG_EQUI_AEL5"	"INST"	""	"WEI"	"8 KG"
"400008155"	"ZMOG_EQUI_AEL5"	"INST"	""	"CERT"	"PTB NO. EX-86.B.1021"
"400008155"	"ZMOG_EQUI_AEL5"	"INST"	""	"WEI"	"8 KG"
"400008187"	"ZMOG_EQUI_AXEP"	"INST"	""	"CLCE"	"IP64 ACC.TO IEC529 & DIN 40050"
"400008893"	"ZMOG_EQUI_AXTE"	"INST"	""	"DES"	"NA"
"400008898"	"ZMOG_EQUI_AXTE"	"INST"	""	"ENCPK"	"IP67"
"400008163"	"ZMOG_EQUI_AEL5"	"INST"	""	"WEI"	"8 KG"
"400008163"	"ZMOG_EQUI_AEL5"	"INST"	""	"CERT"	"PTB NO. EX-86.B.1021"
"400008245"	"ZMOG_EQUI_AJB"	"INST"	""	"CERT"	"INIEX 88 B 103734"
"400008255"	"ZMOG_EQUI_ABL"	"INST"	""	"OER1"	"CONNM25 GLAND PWR CONN"
"400008313"	"ZMOG_EQUI_ASOV"	"INST"	""	"BABM"	"ANSI 316 L ST.ST."
"400008335"	"ZMOG_EQUI_APPP"	"INST"	""	"DESB"	"10.000 PSIG/-40 TO 121^0C"
"400008364"	"ZMOG_EQUI_APTC"	"INST"	""	"ELED"	"VARIA. EACH SPEC.FULL MODEL"
"400008364"	"ZMOG_EQUI_APTC"	"INST"	""	"DIM"	"180 X 105 X 81 MM"
"400008400"	"ZMOG_EQUI_AMCX"	"INST"	""	"PREX"	"EEX DE IIC T6"
"400008408"	"ZMOG_EQUI_AH2A"	"INST"	""	"WEI"	"1,5 KG"
"400008408"	"ZMOG_EQUI_AH2A"	"INST"	""	"RA"	"IN"
"400008447"	"ZMOG_EQUI_AILU"	"INST"	""	"ENCK"	"IP67"
"400011961"	"ZMOG_EQUI_ACAP"	"INST"	""	"TCLA"	"-40/C"
"400012002"	"ZMOG_EQUI_ATPX"	"INST"	""	"SUPD"	"24 V"
"400012002"	"ZMOG_EQUI_ATPX"	"INST"	""	"ENCPK"	"MIN. 55"
"400012037"	"ZMOG_EQUI_APIN"	"INST"	""	"WEI"	"0,21 KG"
"400012037"	"ZMOG_EQUI_APIN"	"INST"	""	"DIM"	"	 68 X 56 MM"
"400012032"	"ZMOG_EQUI_AVM1"	"INST"	""	"WEI"	"530 KG"
"400012000"	"ZMOG_EQUI_ADWL"	"INST"	""	"SUVOF"	"MAX VOLT 24 VDC"
"400012000"	"ZMOG_EQUI_ADWL"	"INST"	""	"AUCE"	"BASEFA NO: EX 97D 3275 X"
"400011990"	"ZMOG_EQUI_AJB"	"INST"	""	"CABG"	"MAX 18 X M20"
"400011998"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"63,100,160 MM/BLACK ON WHITE/-"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"ENCPK"	"IP55"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"ACH"	"YES (UNKNOWN)"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"FSM"	"180 / IMV1 (	350MM)"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"CONF"	"180M-4 IMV1"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"FLC"	"34,5 AMP"
"400012044"	"ZMOG_EQUI_AMEL"	"INST"	""	"WI"	"F"
"400012041"	"ZMOG_EQUI_AILU"	"INST"	""	"ENCK"	"IP67"
"400012069"	"ZMOG_EQUI_APTC"	"INST"	""	"EXPR"	"EEXIAIIC T5=40	C/T4=80	C"
"400012063"	"ZMOG_EQUI_AZSE"	"INST"	""	"BABM"	"POLYESTER"
"400012075"	"ZMOG_EQUI_ANLO"	"INST"	""	"RP"	"6 WATTS"
"400012075"	"ZMOG_EQUI_ANLO"	"INST"	""	"EXCA"	"NA"
"400012075"	"ZMOG_EQUI_ANLO"	"INST"	""	"NIMP"	"100 V LINE"
"400012075"	"ZMOG_EQUI_ANLO"	"INST"	""	"CERT"	"NA"
"400012054"	"ZMOG_EQUI_AFO"	"INST"	""	"PLD"	"136,4 MM"
"400012067"	"ZMOG_EQUI_ASDD"	"INST"	""	"WEI"	",24 KG"
"400012067"	"ZMOG_EQUI_ASDD"	"INST"	""	"ELET"	"IONIZATION"
"400012096"	"ZMOG_EQUI_APDE"	"INST"	""	"SIGN3"	"4-20MA"
"400012067"	"ZMOG_EQUI_ASDD"	"INST"	""	"BODM"	"PLASTIC"
"400012098"	"ZMOG_EQUI_ADPC"	"INST"	""	"MACA"	"4 MM ST.ST."
"400012136"	"ZMOG_EQUI_AMEL"	"INST"	""	"RVH"	"380-3-50"
"400012132"	"ZMOG_EQUI_APB"	"INST"	""	"SUPP"	"MAX 500 VAC/2,5 AMP"
"400012132"	"ZMOG_EQUI_APB"	"INST"	""	"TECE"	"PTB-NR. EX-87.B.1009"
"400012132"	"ZMOG_EQUI_APB"	"INST"	""	"MATBC"	"THERMOPLASTIC/"
"400012107"	"ZMOG_EQUI_AILU"	"INST"	""	"TYPE"	"2X36 W BI PINS LAMPS WITH G13"
"400012107"	"ZMOG_EQUI_AILU"	"INST"	""	"RV"	"220 - 254 V +/- 10%"
"400012134"	"ZMOG_EQUI_ADSO"	"INST"	""	"MABL"	"2MM HOT DIP GALVAN.SHEET ST"
"400012138"	"ZMOG_EQUI_AILU"	"INST"	""	"RV"	"220 - 254 V +/- 10%"
"400012138"	"ZMOG_EQUI_AILU"	"INST"	""	"EXCA"	"EEX DE IIC T4"
"400012139"	"ZMOG_EQUI_AEJB"	"INST"	""	"EXCA"	"EEX(E)"
"400012140"	"ZMOG_EQUI_APLB"	"INST"	""	"DIM"	"LENGTH 6440 MM"
"400012140"	"ZMOG_EQUI_APLB"	"INST"	""	"OER1"	"VOLVO PENTA MD 17/C"
"400012140"	"ZMOG_EQUI_APLB"	"INST"	""	"ORDN"	"DUC 2003"
"400012166"	"ZMOG_EQUI_AZSE"	"INST"	""	"DIM"	"OD X L = 12 X 50 MM"
"400012166"	"ZMOG_EQUI_AZSE"	"INST"	""	"ELET"	"INDUC.PROXI.SWITCH, NAMUR"
"400012162"	"ZMOG_EQUI_AEJB"	"AVLB"	""	"CABG"	"1 X M40Y, 12 X M20W"
"400012177"	"ZMOG_EQUI_AEJB"	"INST"	""	"CERT"	"KEMA 99 ATEX 3172X"
"400012170"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"PE 339-00-J735"
"400012171"	"ZMOG_EQUI_ALIG"	"INST"	""	"ORDN"	"PE-158075"
"400012172"	"ZMOG_EQUI_AZSE"	"INST"	""	"ELET"	"INDUC.PROXI.SWITCH, NAMUR"
"400012172"	"ZMOG_EQUI_AZSE"	"INST"	""	"DIM"	"OD X L = 12 X 50 MM"
"400012169"	"ZMOG_EQUI_ATXP"	"INST"	""	"SUPD"	"24 VDC"
"400012169"	"ZMOG_EQUI_ATXP"	"INST"	""	"EXCE"	"BAS 97/ ATEX 1089X"
"400012185"	"ZMOG_EQUI_AZSE"	"DLFL"	""	"ELET"	"INDUC.PROXI.SWITCH, NAMUR"
"400012185"	"ZMOG_EQUI_AZSE"	"DLFL"	""	"DIM"	"OD X L = 12 X 50 MM"
"400012188"	"ZMOG_EQUI_AZSE"	"INST"	""	"ELET"	"INDUC.PROXI.SWITCH, NAMUR"
"400012188"	"ZMOG_EQUI_AZSE"	"INST"	""	"DIM"	"OD X L = 12 X 50 MM"
"400012219"	"ZMOG_EQUI_AFO"	"INST"	""	"ORDN"	"PE 231580"
"400012238"	"ZMOG_EQUI_ATPX"	"INST"	""	"ACC25"	"+/- 0.075% OF SPAN"
"400012238"	"ZMOG_EQUI_ATPX"	"INST"	""	"ORDN"	"PE 231580"
"400012289"	"ZMOG_EQUI_AFSE"	"INST"	""	"SUPD"	"24 VDC"
"DFAA-SOV-30501"	"ZMOG_FLOC_PSOV"	"CRTE"	"APPR"
