"CHR_OBJECT"	"OBJ_CLASS"	"OBJ_STATUS"	"OBJ_USER_STATUS"	"CHR_CHAR"	"CHR_VALUE"
"400059048"	"ZMOG_EQUI_AMLP"	"INST"	""	"BEATB"	"BALL DE/NDE:6312-C3/6310-C3"
"400059048"	"ZMOG_EQUI_AMLP"	"INST"	""	"DIM"	"429 X 760 X 585 MM"
"400059059"	"ZMOG_EQUI_APTC"	"INST"	""	"EXPR"	"EEX IA IIC T5-T4"
"400059058"	"ZMOG_EQUI_ALIG"	"INST"	""	"ORDN"	"DUC 6518"
"400059058"	"ZMOG_EQUI_ALIG"	"INST"	""	"BABM"	"BS 1503-161 G12 LT 50"
"400059083"	"ZMOG_EQUI_ADPG"	"INST"	""	"ELET"	"910-A-1080 SG7B"
"400059043"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400059060"	"ZMOG_EQUI_ASOV"	"INST"	""	"BABM"	"PLASTIC MAT / ST.ST."
"400059062"	"ZMOG_EQUI_AEXP"	"INST"	""	"TEPR"	"27 BAR"
"400059062"	"ZMOG_EQUI_AEXP"	"INST"	""	"WEI"	"16,00 KG"
"SKCZ-L-18824_8"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"SKCZ-L-18824_21"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"SA-WT-39044B"	"ZMOG_FLOC_PWT"	"CRTE"	"APPR"	"CSOM"	"-"
"SA-WT-39044B"	"ZMOG_FLOC_PWT"	"CRTE"	"APPR"	"CSCPE"	"SCADA - RIO - CP-1001"
"SA-WT-39044B"	"ZMOG_FLOC_PWT"	"CRTE"	"APPR"	"SETPH"	"-"
"HDAB-L-1801-F12_22"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"PTN"	"HDAB-N-1801"
"SA-XGE-01602_3"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"HDAB-L-1801-F12_24"	"ZMOG_FLOC_PFIX"	"CRTE"	"APPR"	"PTN"	"HDAB-N-1801"
"SKCB-JMJ-14058_008"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"WATA"	"-"
"SKCB-JMJ-14056_001"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"WATA"	"-"
"400057974"	"ZMOG_EQUI_APIN"	"INST"	""	"CONNX"	"	""NPT/MALE/BOTTOM"
"400057961"	"ZMOG_EQUI_ANON"	"INST"	""	"ORDN"	"DAN F-5-43-01"
"400058032"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400058008"	"ZMOG_EQUI_APIN"	"INST"	""	"DIM"	"	 68 X 56 MM"
"400058008"	"ZMOG_EQUI_APIN"	"INST"	""	"WEI"	"0,21 KG"
"400058033"	"ZMOG_EQUI_ALN"	"INST"	""	"FRRA"	"60 HZ"
"400058020"	"ZMOG_EQUI_ACBD"	"INST"	""	"WEI"	"3635 KG, INCL. BOWL 910 KG."
"400058020"	"ZMOG_EQUI_ACBD"	"INST"	""	"DSPE"	"1420 TO 1500 RPM"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"NOPH"	"1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"S65AR1"	"OPEN - CLOSED"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE16"	"01... 200 IN STEPS OF 01/1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE44"	"0, 1... 200 IN STEPS OF 0,1/1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"TLM130"	"0 BLOCK 1 START 2 TRIP 3 LATCH"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE05"	"0, 0,1... 0,5 IN STEPS OF 0,01"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE45"	"0, 0,8... 8 IN STEPS OF 0,1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE20"	"0, 50... 200 IN STEPS OF 1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE38"	"0... 200 IN STEPS OF 1"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE42"	"000... 999 IN STEPS OF 001"
"400058010"	"ZMOG_EQUI_AMCY"	"INST"	""	"MODE47"	"1... 19 IN STEPS OF 1"
"400058022"	"ZMOG_EQUI_AEJB"	"INST"	""	"ORDN"	"PE-246794"
"400058034"	"ZMOG_EQUI_AREM"	"INST"	""	"VOC6"	"NO"
"400058034"	"ZMOG_EQUI_AREM"	"INST"	""	"WEI"	"8 KG"
"400058034"	"ZMOG_EQUI_AREM"	"INST"	""	"VTINPUTS"	"4"
"400058034"	"ZMOG_EQUI_AREM"	"INST"	""	"RCIN"	"1 - 5"
"400058034"	"ZMOG_EQUI_AREM"	"INST"	""	"ANAINPUT"	"8 WITH 2 EA COMMON CONNECTION"
"400058054"	"ZMOG_EQUI_AEL3"	"INST"	""	"CERT"	"PTB NO. EX-87B. 1038/1036U"
"400058057"	"ZMOG_EQUI_AZSE"	"INST"	""	"BABM"	"POLYESTER"
"400058082"	"ZMOG_EQUI_ACON"	"INST"	""	"DIM"	"66.1 X 200 X 113.1"
"400058081"	"ZMOG_EQUI_APTC"	"INST"	""	"EXCE"	"BAS 01ATEX 1303X"
"400058084"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400358824"	"ZMOG_EQUI_AEJB"	"INST"	""	"EXCA"	"II 2 GD EX E IIC T6 GB"
"400059358"	"ZMOG_EQUI_AJB"	"INST"	""	"HOMA"	"BLACK/POLYESTER"
"400059358"	"ZMOG_EQUI_AJB"	"INST"	""	"DIM"	"122 X 120 X 90"
"400059425"	"ZMOG_EQUI_APIN"	"INST"	""	"BOPT"	"BLOW OUT BACK PLATE"
"400059425"	"ZMOG_EQUI_APIN"	"INST"	""	"ACC"	"	1,0%"
"400059404"	"ZMOG_EQUI_AT"	"INST"	""	"ORDN"	"DUC 5014"
"400059473"	"ZMOG_EQUI_ADFB"	"INST"	""	"MACA"	"316 SS / GALVANIZED STEEL"
"400059495"	"ZMOG_EQUI_ANON"	"INST"	""	"ORDN"	"4800"
"400059582"	"ZMOG_EQUI_ATER"	"INST"	""	"ORDN"	"PE-201924"
"400059590"	"ZMOG_EQUI_AMHX"	"INST"	""	"PRRA"	"INLET: 275,  OUT: 12.3"
"400059591"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP 68"
"400059603"	"ZMOG_EQUI_AVE"	"INST"	""	"ORDN"	"DUC 1103"
"400059615"	"ZMOG_EQUI_AEXP"	"INST"	""	"WEI"	"96 KG"
"400059615"	"ZMOG_EQUI_AEXP"	"INST"	""	"TLEN"	"8 M"
"400059639"	"ZMOG_EQUI_ASDD"	"INST"	""	"BODM"	"PLASTIC"
"400059667"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400059674"	"ZMOG_EQUI_ASOV"	"INST"	""	"ENCPK"	"IP67"
"SKBA-L-18819_16"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"FASE"	"L1"
"SKBA-L-18819_16"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"EMDU"	"90 MIN."
"SKCB-JMJ-14055_011"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"WATA"	"-"
"SKCL-JMJ-14059_003"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"RTN"	"NT-1155,NT-1156&PA-14071/003"
"SKCL-JMJ-14059_003"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"WATA"	"-"
"WAB-MPX-7857_05A"	"ZMOG_FLOC_PFP"	"DLFL"	"APPR"	"OER2"	"ROOM"
"WEA-PA-2011_2"	"ZMOG_FLOC_PPAS"	"DLFL"	"APPR"	"WATA"	"10W"
"YYY-PSV-1307A"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"MIS"	"TEMP. AMBIENT"
"400059102"	"ZMOG_EQUI_ASDT"	"INST"	""	"DIM"	"112 X 136MM"
"400059102"	"ZMOG_EQUI_ASDT"	"INST"	""	"BODM"	"PLASTIC"
"400059102"	"ZMOG_EQUI_ASDT"	"INST"	""	"SIOU"	"100 MICRO TO 100MA"
"400059106"	"ZMOG_EQUI_AEJB"	"INST"	""	"DIM"	"340 X 340 X 91"
"400059106"	"ZMOG_EQUI_AEJB"	"INST"	""	"EXCA"	"EEX E II  T6"
"400059100"	"ZMOG_EQUI_APDE"	"INST"	""	"BABM"	"316 SST"
"400059100"	"ZMOG_EQUI_APDE"	"INST"	""	"ELET"	"CAP.CELL"
"400059143"	"ZMOG_EQUI_ATDP"	"INST"	""	"EXCE"	"BAS01ATEX1303X"
"400059175"	"ZMOG_EQUI_ARIU"	"INST"	""	"BODM"	"PLASTIC"
"400059262"	"ZMOG_EQUI_ABTD"	"INST"	""	"CONF"	"LED ACID GEL"
"400059241"	"ZMOG_EQUI_ASOV"	"INST"	""	"DES"	"100/130BARG,-10/+22DEG."
"400059302"	"ZMOG_EQUI_AJB"	"INST"	""	"DIM"	"122 X 120 X 90"
"400059302"	"ZMOG_EQUI_AJB"	"INST"	""	"HOMA"	"BLACK/POLYESTER"
"400059299"	"ZMOG_EQUI_AEJB"	"INST"	""	"ORDN"	"PE-246794"
"400059327"	"ZMOG_EQUI_APIN"	"INST"	""	"ORDN"	"DAN F-6-53-41"
"400059290"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"4,5"" WHITE DIAL/BLACK NUMBERS"
"400059305"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"4,5"" WHITE DIAL/BLACK NUMBERS"
"400059336"	"ZMOG_EQUI_ADUV"	"INST"	""	"SENSC"	"10 CPS"
"400059336"	"ZMOG_EQUI_ADUV"	"INST"	""	"DELAF"	"0 TO 8 SEC."
"400059336"	"ZMOG_EQUI_ADUV"	"INST"	""	"WEI"	"4,54 KG"
"400059316"	"ZMOG_EQUI_APIN"	"INST"	""	"DIAL"	"4,5"" WHITE DIAL/BLACK NUMBERS"
"400059314"	"ZMOG_EQUI_ATIN"	"INST"	""	"ORDN"	"PE-292115"
"400059418"	"ZMOG_EQUI_ADFG"	"INST"	""	"MACA"	"ST.ST. AISI 316  4 MM"
"400059418"	"ZMOG_EQUI_ADFG"	"INST"	""	"DIMC"	"640 X 500 MM"
"400059494"	"ZMOG_EQUI_ATIN"	"INST"	""	"CONNX"	"1/2"" NPT"
"400059571"	"ZMOG_EQUI_AEJB"	"INST"	""	"ENCK"	"IP67"
"400059578"	"ZMOG_EQUI_AEXP"	"INST"	""	"TEPR"	"27 BAR"
"400059578"	"ZMOG_EQUI_AEXP"	"INST"	""	"WEI"	"16,00 KG"
"400059600"	"ZMOG_EQUI_AZSE"	"INST"	""	"CONNX"	"M20 / 1/2"" NPT"
"400059596"	"ZMOG_EQUI_APBX"	"INST"	""	"ORDN"	"PC-9182 DFAN 29"
"400059596"	"ZMOG_EQUI_APBX"	"INST"	""	"PREX"	"EEX DE IIC T6"
"400059627"	"ZMOG_EQUI_AZSE"	"INST"	""	"ORDN"	"PE-179038"
"400059623"	"ZMOG_EQUI_APUE"	"INST"	""	"CONNX"	"1/2"" NPT"
"400059666"	"ZMOG_EQUI_APUE"	"INST"	""	"CONNX"	"1/2"" NPT"
"400059687"	"ZMOG_EQUI_AILU"	"INST"	""	"RV"	"220-240"
"400059688"	"ZMOG_EQUI_AEL3"	"INST"	""	"CERT"	"PTB NO. EX-87B. 1038/1036U"
"400059692"	"ZMOG_EQUI_AGD2"	"INST"	""	"BODM"	"POLYPEHNYLENE SULPHIDE (PPS)"
"400059697"	"ZMOG_EQUI_ADTX"	"INST"	""	"EXPC"	"EEXCMIB IIC T5"
"400059697"	"ZMOG_EQUI_ADTX"	"INST"	""	"DIM1"	"292 X 181 X 135"
"400059725"	"ZMOG_EQUI_ATHJ"	"INST"	""	"PS"	"230V AC"
"400059725"	"ZMOG_EQUI_ATHJ"	"INST"	""	"DIM"	"90 X 120 X 120"
"400059779"	"ZMOG_EQUI_APB"	"INST"	""	"SUPP"	"MAX 500 VAC/2,5 AMP"
"400059779"	"ZMOG_EQUI_APB"	"INST"	""	"TECE"	"PTB-NR. EX-87.B.1009"
"400059779"	"ZMOG_EQUI_APB"	"INST"	""	"MATBC"	"THERMOPLASTIC/"
"400059754"	"ZMOG_EQUI_ADP"	"INST"	""	"RC"	"40 AMP"
"400059739"	"ZMOG_EQUI_AJB"	"INST"	""	"DIM"	"120 X 120 X 78,5"
"400059739"	"ZMOG_EQUI_AJB"	"INST"	""	"ORDN"	"PE-230809"
"400059739"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"MAX 1 X 25 - SAK 2,5"
"400059739"	"ZMOG_EQUI_AJB"	"INST"	""	"ENCK"	"IP67"
"400059743"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"NA"
"400059743"	"ZMOG_EQUI_AJB"	"INST"	""	"EXCA"	"NA"
"400059743"	"ZMOG_EQUI_AJB"	"INST"	""	"CERT"	"DNV 828.1 1/FERE"
"400059750"	"ZMOG_EQUI_ASTR"	"INST"	""	"TL"	"1000 KG"
"400059771"	"ZMOG_EQUI_AEJB"	"INST"	""	"WEI"	"7 KG"
"400059784"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"NA"
"400059784"	"ZMOG_EQUI_AJB"	"INST"	""	"EXCA"	"NA"
"400059784"	"ZMOG_EQUI_AJB"	"INST"	""	"CERT"	"DNV 828.1 1/FERE"
"DD-PIT-45084"	"ZMOG_FLOC_PTPC"	"CRTE"	"APPR"	"CARA"	"0-350 BARG"
"DD-ACC-221"	"ZMOG_FLOC_PACC"	"CRTE"	"APPR"	"DEP"	"413 BAR G"
"DD-ACC-221"	"ZMOG_FLOC_PACC"	"CRTE"	"APPR"	"MFL"	"HYD.OIL / NITROGEN"
"DD-PIT-45014"	"ZMOG_FLOC_PTPC"	"CRTE"	"APPR"	"CARA"	"0-350 BARG"
"400059084"	"ZMOG_EQUI_APSV"	"INST"	""	"DIMA"	"S.S."
"400059094"	"ZMOG_EQUI_AZSE"	"INST"	""	"DIM"	"OD X L = 12 X 50 MM"
"400059094"	"ZMOG_EQUI_AZSE"	"INST"	""	"SUPP"	"5 - 25V DC"
"400059099"	"ZMOG_EQUI_ADWL"	"INST"	""	"AUCE"	"BASEFA NO: EX 97D 3275 X"
"400059099"	"ZMOG_EQUI_ADWL"	"INST"	""	"SUVOF"	"MAX VOLT 24 VDC"
"400059121"	"ZMOG_EQUI_ASDT"	"INST"	""	"BODM"	"PLASTIC"
"400059121"	"ZMOG_EQUI_ASDT"	"INST"	""	"AUCE"	"EEX IB II C T4 ATEX GR II CAT"
"400059090"	"ZMOG_EQUI_AEJB"	"INST"	""	"CERT"	"INOX AISI316"
"400059092"	"ZMOG_EQUI_AIWE"	"INST"	""	"ORDN"	"3019-46042-T65"
"400059113"	"ZMOG_EQUI_ALXE"	"INST"	""	"ORDN"	"DUC 6517"
"400059111"	"ZMOG_EQUI_APRV"	"INST"	""	"ORDN"	"PE-206971"
"400059167"	"ZMOG_EQUI_ALIG"	"INST"	""	"ELET"	"L7R 1000"
"400059173"	"ZMOG_EQUI_APPP"	"INST"	""	"BABM"	"316 SST"
"400059223"	"ZMOG_EQUI_AVNE"	"INST"	""	"ORDN"	"PE-196986/SO.PO2395"
"400059237"	"ZMOG_EQUI_ATER"	"INST"	""	"SIOU"	"AL 118 / SD 127 	C"
"400059228"	"ZMOG_EQUI_ATLX"	"INST"	""	"ENCPK"	"IP55"
"400059228"	"ZMOG_EQUI_ATLX"	"INST"	""	"DES"	"-20 TO 45	C"
"400059228"	"ZMOG_EQUI_ATLX"	"INST"	""	"CERT"	"BASEEFA 03 ATEX 0617"
"400059231"	"ZMOG_EQUI_AILU"	"INST"	""	"RV"	"220 - 254 V +/- 10%"
"DFAA-PI-302610"	"ZMOG_FLOC_PPI"	"CRTE"	"APPR NOPM"	"CARA"	"0-350 BARG"
"400066625"	"ZMOG_EQUI_AEJB"	"INST"	""	"ENCK"	"IP67"
"400066619"	"ZMOG_EQUI_AJB"	"INST"	""	"DIM"	"120 X 120 X 78,5"
"400066619"	"ZMOG_EQUI_AJB"	"INST"	""	"ENCK"	"IP67"
"400066619"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"MAX 1 X 25 - SAK 2,5"
"400066637"	"ZMOG_EQUI_APBX"	"INST"	""	"PREX"	"EEX DE IIC T6"
"400066645"	"ZMOG_EQUI_AHDE"	"INST"	""	"PROA"	"NA IFLG. F&G STANDARD"
"400066645"	"ZMOG_EQUI_AHDE"	"INST"	""	"ENCPK"	"IP20"
"400066645"	"ZMOG_EQUI_AHDE"	"INST"	""	"WEI"	"0.160KG"
"400066668"	"ZMOG_EQUI_ADFB"	"INST"	""	"DIM"	"250 X 300 X 300"
"400066682"	"ZMOG_EQUI_AXEP"	"INST"	""	"EXCL"	"8 M"
"400066669"	"ZMOG_EQUI_APC"	"INST"	""	"DRIV"	"ELECTRICAL MOTOR"
"400066658"	"ZMOG_EQUI_AEJB"	"INST"	""	"HOMA"	"STEINLESS STEEL AISI-316"
"400066697"	"ZMOG_EQUI_APTC"	"INST"	""	"ACC25"	"0,025%"
"400066697"	"ZMOG_EQUI_APTC"	"INST"	""	"BABM"	"316 SST"
"400066697"	"ZMOG_EQUI_APTC"	"INST"	""	"SUPD"	"24 VDC"
"400066697"	"ZMOG_EQUI_APTC"	"INST"	""	"ORDN"	"PE-465547"
"400066703"	"ZMOG_EQUI_APTC"	"INST"	""	"ACC25"	"0,025%"
"400066703"	"ZMOG_EQUI_APTC"	"INST"	""	"DES"	"0-20 BARG"
"400066703"	"ZMOG_EQUI_APTC"	"INST"	""	"SUPD"	"24 V DC"
"400066716"	"ZMOG_EQUI_AZTX"	"INST"	""	"BABM"	"CASTIRON GALVANIZED"
"400066716"	"ZMOG_EQUI_AZTX"	"INST"	""	"WEI"	"8 KG"
"400066716"	"ZMOG_EQUI_AZTX"	"INST"	""	"DES"	"-40/65	C"
"400066749"	"ZMOG_EQUI_ASOV"	"INST"	""	"EXCE"	"LICE02 ATEX 6020 X"
"400066761"	"ZMOG_EQUI_ATIT"	"INST"	""	"ENCPK"	"IP 68"
"400066761"	"ZMOG_EQUI_ATIT"	"INST"	""	"SIGNM"	"4 -20 MA"
"400066767"	"ZMOG_EQUI_ATIT"	"INST"	""	"ENCPK"	"IP 68"
"400066767"	"ZMOG_EQUI_ATIT"	"INST"	""	"SIGNM"	"4 -20 MA"
"400066738"	"ZMOG_EQUI_ATPX"	"INST"	""	"ENCPK"	"IP55"
"400066755"	"ZMOG_EQUI_ACIP"	"INST"	""	"ACC"	"	0,5% OF FULL SCALE"
"400066774"	"ZMOG_EQUI_APTE"	"INST"	""	"PCON"	"G 1/4 FEMALE"
"400066769"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400066780"	"ZMOG_EQUI_AZSE"	"INST"	""	"ENCPK"	"IP67"
"400066778"	"ZMOG_EQUI_ASOV"	"INST"	""	"ENCPK"	"IP67"
"400066794"	"ZMOG_EQUI_AJB"	"INST"	""	"DIM"	"380 X 380 X 150 MM"
"SKBA-L-18819_13"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"FASE"	"L1"
"SKBA-L-18819_13"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"EMDU"	"90 MIN."
"SKCZ-L-18825_8"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"FASE"	"L1"
"SKCZ-L-18825_8"	"ZMOG_FLOC_PEML"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"HWAA-PA-14172_3"	"ZMOG_FLOC_PPAS"	"CRTE"	"APPR"	"AMPC"	"AMP 5"
"SVA-FP-2202"	"ZMOG_FLOC_PFP"	"CRTE"	"APPR"	"OER1"	"EEXD IIB T4"
"RFA-MC-1415_1"	"ZMOG_FLOC_PRAD"	"CRTE"	"APPR"	"AREC"	"SAFE AREA"
"400065674"	"ZMOG_EQUI_AIRD"	"DLFL"	""	"SUPD"	"14,5W"
"400065674"	"ZMOG_EQUI_AIRD"	"DLFL"	""	"WEI"	"4,5 KG"
"400065674"	"ZMOG_EQUI_AIRD"	"DLFL"	""	"DIM2"	"119 * 122 * 246"
"400065701"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"14,5W"
"400065701"	"ZMOG_EQUI_AIRD"	"INST"	""	"WEI"	"4,5 KG"
"400065701"	"ZMOG_EQUI_AIRD"	"INST"	""	"DIM2"	"119 * 122 * 246"
"400065717"	"ZMOG_EQUI_AXEP"	"INST"	""	"SIOU"	"+/-0,127MM - +/-0,254MM"
"400065688"	"ZMOG_EQUI_AIRD"	"INST"	""	"WEI"	"4,5 KG"
"400065688"	"ZMOG_EQUI_AIRD"	"INST"	""	"DIM2"	"119 * 122 * 246"
"400065688"	"ZMOG_EQUI_AIRD"	"INST"	""	"SUPD"	"14,5W"
"400065721"	"ZMOG_EQUI_AXEP"	"INST"	""	"CLCE"	"EEXIA IIG T4T5/BAS99A ATEX1101"
"400065691"	"ZMOG_EQUI_ASOV"	"INST"	""	"INSI"	"24 V DC"
"400065735"	"ZMOG_EQUI_AFIX"	"INST"	""	"REPE5"	"+/- 1%"
"400065713"	"ZMOG_EQUI_AILU"	"INST"	""	"FRRA"	"47 - 63 HZ"
"400065791"	"ZMOG_EQUI_AJB"	"INST"	""	"CERT"	"DNV 828.1 1/FERE"
"400065791"	"ZMOG_EQUI_AJB"	"INST"	""	"EXCA"	"NA"
"400065791"	"ZMOG_EQUI_AJB"	"INST"	""	"TERS"	"NA"
"400065805"	"ZMOG_EQUI_AAHE"	"INST"	""	"PS"	"3X400"
"400065805"	"ZMOG_EQUI_AAHE"	"INST"	""	"MACA"	"AISI 316L"
"400065825"	"ZMOG_EQUI_ATPX"	"INST"	""	"ACC25"	"0,025%"
"400379853"	"ZISO_EQUI_IPFS"	"INST"	""	"SIGN3"	"4-20MA - HART"
"400379860"	"ZISO_EQUI_IPFS"	"INST"	""	"ELET"	"CORIOLIS FLOW METER"
"400379860"	"ZISO_EQUI_IPFS"	"INST"	""	"SIGN3"	"4-20MA - HART"
"400379861"	"ZISO_EQUI_IPFS"	"INST"	""	"ELET"	"CORIOLIS FLOW METER"
"400379861"	"ZISO_EQUI_IPFS"	"INST"	""	"SIGN3"	"4-20MA - HART"
"GEB-XGE-01021"	"ZMOG_FLOC_PXGE"	"CRTE"	"APPR"	"CSJB"	"GEB-JBF-75216 TERM 1-4"
"TSA-PSV-59019"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"ORSI"	"0.0154 SQ IN"
"400201196"	"ZMOG_EQUI_APSV"	"INST"	""	"ORSI"	"0.0154 SQ IN"
"TSA-PSV-59018"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"ORSI"	"0.0154 SQ IN"
"400141795"	"ZMOG_EQUI_APIN"	"AVLB"	""	"ORDN"	"DAN F-6-53-41"
"400096466"	"ZMOG_EQUI_APTC"	"AVLB"	""	"BABM"	"316 SST"
"400096466"	"ZMOG_EQUI_APTC"	"AVLB"	""	"ACC25"	"	 0.075%"
"400471538"	"ZMOG_EQUI_AEJB"	"AVLB"	""	"HOMA"	"SL 316"
"GC-WO-01233"	"ZMOG_FLOC_PWO"	"CRTE"	"APPR"	"DOPR"	"-"
"TSA-PSV-5920"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"ORSI"	"0.0154 SQ IN"
"400361010"	"ZMOG_EQUI_AEL5"	"INST"	""	"NOP"	"-"
"400361010"	"ZMOG_EQUI_AEL5"	"INST"	""	"ORDN"	"-"
"400361010"	"ZMOG_EQUI_AEL5"	"INST"	""	"RC"	"-"
"400361010"	"ZMOG_EQUI_AEL5"	"INST"	""	"FRRA"	"-"
"400361015"	"ZMOG_EQUI_AEL3"	"INST"	""	"FRRA"	"-"
"400361015"	"ZMOG_EQUI_AEL3"	"INST"	""	"ORDN"	"-"
"400361015"	"ZMOG_EQUI_AEL3"	"INST"	""	"RC"	"-"
"400361015"	"ZMOG_EQUI_AEL3"	"INST"	""	"NOP"	"-"
"400087692"	"ZMOG_EQUI_ALG2"	"INST"	""	"DIM"	"160 X 160 X 140"
"400087692"	"ZMOG_EQUI_ALG2"	"INST"	""	"ORDN"	"-"
"400087692"	"ZMOG_EQUI_ALG2"	"INST"	""	"OC"	"-"
"400087692"	"ZMOG_EQUI_ALG2"	"INST"	""	"RV"	"500 V"
"400361017"	"ZMOG_EQUI_AAHE"	"INST"	""	"EXCA"	"EEX D II C T3"
"400361017"	"ZMOG_EQUI_AAHE"	"INST"	""	"POSES"	"-"
"400361017"	"ZMOG_EQUI_AAHE"	"INST"	""	"OC"	"-"
"400361017"	"ZMOG_EQUI_AAHE"	"INST"	""	"ORDN"	"-"
"400361020"	"ZMOG_EQUI_ASDT"	"INST"	""	"ORDN"	"-"
"400361020"	"ZMOG_EQUI_ASDT"	"INST"	""	"BODM"	"-"
"TSA-CVA-30610"	"ZMOG_FLOC_PCVA"	"CRTE"	"APPR"	"TRM"	"TUNGSTEN CARBIDE 1200/1600"
"400090162"	"ZMOG_EQUI_ACIP"	"DLFL"	""	"ENCPK"	"54"
"400090162"	"ZMOG_EQUI_ACIP"	"DLFL"	""	"TYPE"	"MA TO PRESS CONVERTER"
"400090162"	"ZMOG_EQUI_ACIP"	"DLFL"	""	"INIM"	"250 OHM"
"GEA-EE-0026-D7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"VTD"	"-"
"GEA-EE-0026-D7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"FUNC"	"DRAW-OUT MOTORSTATER"
"GEA-EE-0026-D7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"SETB"	"-"
"GEA-EE-0026-D7-01"	"ZMOG_FLOC_PMCC"	"CRTE"	"APPR"	"THMR"	"4,9 AMP"
"400361870"	"ZMOG_EQUI_ATPX"	"INST"	""	"ACC25"	"	0,1% OF SPAN"
"400361870"	"ZMOG_EQUI_ATPX"	"INST"	""	"EXCE"	"KEMA 03 ATEX 1544X"
"400361870"	"ZMOG_EQUI_ATPX"	"INST"	""	"ENCPK"	"IP67"
"HBDC-ESDV-290064"	"ZMOG_FLOC_PESV"	"CRTE"	"APPR"	"VCV"	"-"
"HBDC-ESDV-290064"	"ZMOG_FLOC_PESV"	"CRTE"	"APPR"	"FAIA"	"FAIL CLOSE"
"EFA-GD-17517"	"ZMOG_FLOC_PXGE"	"DLFL"	"APPR"	"CSJB"	"EFA-JBF-78289"
"EFA-GD-17517"	"ZMOG_FLOC_PXGE"	"DLFL"	"APPR"	"COSC"	"TEF-NF-4113,-NF-4110"
"400094625"	"ZMOG_EQUI_APSV"	"INST"	""	"ISTR"	"2"" 2500# RTJ (R26)"
"400094625"	"ZMOG_EQUI_APSV"	"INST"	""	"OSTR"	"3"" 300# RF"
"400336764"	"ZMOG_EQUI_AFTO"	"ESTO"	""	"ELETE"	"VORTEX"
"400336764"	"ZMOG_EQUI_AFTO"	"ESTO"	""	"DES"	"	40 TO 232 	C/ ASME B16.5 CLAS"
"HBDC-PSV-415104"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"DFIO"	"123.8 MM"
"HBDC-PSV-415104"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"SPM"	"INCONEL X-750"
"HBDC-PSV-415104"	"ZMOG_FLOC_PPSV"	"CRTE"	"APPR"	"BFVH"	"ASTM A320-L7M STUD /  A194-GR7"
