"C_TYPE"	"C_OBJECT"	"C_DESCRIPTION"	"P_TYPE"	"P_OBJECT"	"P_DESCRIPTION"
"FLOC"	"DA-HCV-50084"	"LO HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50084"	"LO HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HCV-50085"	"LO - HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50085"	"LO - HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HCV-50093"	"HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HCV-50093"	"HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50112"	"LC - HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HCV-50112"	"LC - HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50113"	"LC - HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50113"	"LC - HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HCV-50114"	"LC - HAND CONTROL VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HCV-50114"	"LC - HAND CONTROL VALVE"	"SYST"	"DK.DA.A.050"	"SUMP & DRAIN"
"FLOC"	"DA-HD-10101"	"POINT H2S WIRELESS DETECTOR"	"SYST"	"DK.DA.A.001"	"FIRE & GAS DETECTION"
"FLOC"	"DA-HD-10101"	"POINT H2S WIRELESS DETECTOR"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HD-10102"	"POINT H2S WIRELESS DETECTOR"	"SYST"	"DK.DA.A.001"	"FIRE & GAS DETECTION"
"FLOC"	"DA-HD-10102"	"POINT H2S WIRELESS DETECTOR"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HD-10103"	"POINT H2S WIRELESS DETECTOR"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HD-10103"	"POINT H2S WIRELESS DETECTOR"	"SYST"	"DK.DA.A.001"	"FIRE & GAS DETECTION"
"FLOC"	"DA-HD-10104"	"POINT H2S WIRELESS DETECTOR"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HD-10104"	"POINT H2S WIRELESS DETECTOR"	"SYST"	"DK.DA.A.001"	"FIRE & GAS DETECTION"
"FLOC"	"DA-HS-021"	"PB VALVE 3-WAY TO INHIBIT S/D ESD 2"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-021"	"PB VALVE 3-WAY TO INHIBIT S/D ESD 2"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HS-02701A1"	"ESD1 FROM BRIDGE BA"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-02701A1"	"ESD1 FROM BRIDGE BA"	"SYST"	"DK.DA.A.002"	"ALARM & SHUTDOWN"
"FLOC"	"DA-HS-02701A2"	"ESD1 FROM BRIDGE BA"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-02701A2"	"ESD1 FROM BRIDGE BA"	"SYST"	"DK.DA.A.002"	"ALARM & SHUTDOWN"
"FLOC"	"DA-HS-03712-1"	"FIREPUMP PUSH BUTTON ON HELIDECK"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-03712-1"	"FIREPUMP PUSH BUTTON ON HELIDECK"	"SYST"	"DK.DE.A.003"	"FIRE WATER"
"FLOC"	"DA-HS-03712-2R"	"FIREPUMP PUSH BUTTON ON HELIDECK"	"SYST"	"DK.DE.A.003"	"FIRE WATER"
"FLOC"	"DA-HS-03712-2R"	"FIREPUMP PUSH BUTTON ON HELIDECK"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30718"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30718"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30719"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30719"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30720"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30720"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30738"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30738"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30739"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30739"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30740"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30740"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30798"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30798"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30799"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HS-30799"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30800"	"HAND SWITCH OPEN/CLOSE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HS-30800"	"HAND SWITCH OPEN/CLOSE"	"SYST"	"DK.DA.A.030"	"WELL & WELLHEAD"
"FLOC"	"DA-HV-201"	"BALL VALVE LEVER HANDLE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-201"	"BALL VALVE LEVER HANDLE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-202"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-202"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-203"	"ISOLATION VALVE SUPPLY"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-203"	"ISOLATION VALVE SUPPLY"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-204"	"ISOLATION VALVE SUPPLY"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-204"	"ISOLATION VALVE SUPPLY"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-205"	"ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-205"	"ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-206"	"FILTER ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-206"	"FILTER ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-207"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-207"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-208"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-208"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-209"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-209"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-210"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-210"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-211"	"ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-211"	"ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-212"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-212"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-213"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-213"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-214"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-214"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-215"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-215"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-216"	"FILTER ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-216"	"FILTER ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-217"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-217"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-219"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-219"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-221"	"AIR SUPPLY VALVE TO HIGH/LOW PANEL"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-221"	"AIR SUPPLY VALVE TO HIGH/LOW PANEL"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-222"	"MANIFOLD ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-222"	"MANIFOLD ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-223"	"MANIFOLD ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-223"	"MANIFOLD ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-224"	"MANIFOLD DUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-224"	"MANIFOLD DUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-225"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-225"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-226"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-226"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-227"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-227"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-228"	"PRESSURE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-228"	"PRESSURE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-229"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-229"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-230"	"ISLOATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-230"	"ISLOATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-231"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-231"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-232"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-232"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-233"	"ACCUMULATOR PUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-233"	"ACCUMULATOR PUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-234"	"ACCUMULATOR ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-234"	"ACCUMULATOR ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-235"	"ACCUMULATOR PUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-235"	"ACCUMULATOR PUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-236"	"ACCUMULATOR ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-236"	"ACCUMULATOR ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-237"	"ACCUMULATOR DUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-237"	"ACCUMULATOR DUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-238"	"ACCUMULATOR ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-238"	"ACCUMULATOR ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-239"	"ACCUMULATOR DUMP VALEV"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-239"	"ACCUMULATOR DUMP VALEV"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-240"	"ACCUMULATOR ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-240"	"ACCUMULATOR ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-241"	"NITROGEN CHARGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-241"	"NITROGEN CHARGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-242"	"NITROGEN CHARGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-242"	"NITROGEN CHARGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-243"	"NITROGEN CHARGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-243"	"NITROGEN CHARGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-244"	"NITROGEN CHARGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-244"	"NITROGEN CHARGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-245"	"MANIFOLD DUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-245"	"MANIFOLD DUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-246"	"MANIFOLD DUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-246"	"MANIFOLD DUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-247"	"MANIFOLD DUMP VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-247"	"MANIFOLD DUMP VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-301"	"PUMP DISCH PRESS GAUGE ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-301"	"PUMP DISCH PRESS GAUGE ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-302"	"PUMP DISCH PRESS GAUGE ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-302"	"PUMP DISCH PRESS GAUGE ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-303"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-303"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-304"	"PRESS GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-304"	"PRESS GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-305"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-305"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-306"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-306"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-307"	"PRESS GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-307"	"PRESS GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-308"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-308"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-309"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-309"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-310"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-310"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-311"	"PRESS GAUGE ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-311"	"PRESS GAUGE ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-312"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-312"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-313"	"ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-313"	"ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-314"	"PRESSURE GAUGE ISLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-314"	"PRESSURE GAUGE ISLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-315"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-315"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-316"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-316"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-317"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-317"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-318"	"PRESSURE GAUGE ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-318"	"PRESSURE GAUGE ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-321"	"ISOLATE AND VENT VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-321"	"ISOLATE AND VENT VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-327"	"PRESSURE GAUGE ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-327"	"PRESSURE GAUGE ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-401"	"PUMP CTRL PRESS SWITCH ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-401"	"PUMP CTRL PRESS SWITCH ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-402"	"PUMP CTRL PRESS SWITCH ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-402"	"PUMP CTRL PRESS SWITCH ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-403"	"PUMP CTRL PRESS SWITCH ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-403"	"PUMP CTRL PRESS SWITCH ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-404"	"PRESSURE GAUGE ISOLATION VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-404"	"PRESSURE GAUGE ISOLATION VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-405"	"LOW PRESSURE SWITCH ISOLATING VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-405"	"LOW PRESSURE SWITCH ISOLATING VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-501"	"FILTER DRAIN VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-HV-501"	"FILTER DRAIN VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-502"	"FILTER DRAIN VALVE"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-HV-502"	"FILTER DRAIN VALVE"	"SYST"	"DK.DA.A.031"	"WELLHEAD CONTROL"
"FLOC"	"DA-IL-01"	"LIFE SAVING"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-IL-01"	"LIFE SAVING"	"SYST"	"DK.DA.A.007"	"LIFE CAPSULES & RAFTS"
"FLOC"	"DA-IL-07201"	"LIFE RAFT - 8 PERS"	"SYST"	"DK.DA.A.007"	"LIFE CAPSULES & RAFTS"
"FLOC"	"DA-IL-07201"	"LIFE RAFT - 8 PERS"	"LOCA"	"DACY"	"GENERAL                                 "
"FLOC"	"DA-J-1"	"CRANE - 2.4 T"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1"	"CRANE - 2.4 T"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-01"	"LOAD AND CONTROL SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-01"	"LOAD AND CONTROL SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-02"	"HOIST SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-02"	"HOIST SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-0201"	"MAIN HOIST"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-0201"	"MAIN HOIST"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-03"	"BOOM LUFFING SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-03"	"BOOM LUFFING SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-04"	"SLEWING SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
"FLOC"	"DA-J-1-04"	"SLEWING SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-05"	"HYDRAULIC SYSTEM"	"LOCA"	"DAAY"	"GENERAL                                 "
"FLOC"	"DA-J-1-05"	"HYDRAULIC SYSTEM"	"SYST"	"DK.DA.A.061"	"CRANES & HOISTING"
