"coding source code","CFIHOS unique id","CFIHOS code equivalent value","created date","modified date","terminated date","status","change request number"
"ISO 15926 part4","CFIHOS-30000495","5097","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000495","RDS415214","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000495","10298","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000496","5110","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000496","RDS421199","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000496","10077","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000497","5111","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000497","RDS670904","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000497","10433","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000498","5205","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000498","RDS472679","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000498","10231","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000499","5219","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000499","RDS427724","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000499","10141","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000500","5247","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000500","RDS275399","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000500","10082","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000501","5261","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000501","RDS460844","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000502","5307","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000502","RDS414809","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000502","520530","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000503","5358","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000503","RDS422324","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000503","10125","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000504","5365","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000504","RDS13029000","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000504","10126","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000505","5372","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000505","RDS5782388","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000505","10129","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000506","5375","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000506","RDS422504","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000506","10132","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000507","5453","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000507","RDS5796811","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000507","10611","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000508","5830","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000508","RDS1070896071","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000510","7182","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000510","RDS11857705","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000510","400057","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000511","7185","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000511","RDS941719801","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000511","400058","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000512","7215","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000512","RDS619964","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000512","400073","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000513","7260","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000513","RDS310274","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000513","400100","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000514","7267","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000514","RDS1049368591","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000514","400114","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000515","7291","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000515","RDS16765704","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000515","131113","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000516","7316","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000516","RDS417239","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000516","130010","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000517","7351","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000517","RDS286874","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000517","130030","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000518","7380","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000518","RDS417149","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000518","130042","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000519","7392","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000519","RDS5765184","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000519","131030","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000520","7435","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000520","RDS417194","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000520","130057","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000521","7436","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000521","RDS416834","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000521","130058","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000522","7437","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000522","RDS420974","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000522","130059","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000523","7450","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000523","RDS439379","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000523","130064","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000524","7459","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000524","RDS14286497","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000527","7551","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000527","RDS421154","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000527","130091","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000528","7552","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000528","RDS447074","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000528","130092","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000529","7599","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000529","RDS299024","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000529","130102","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000531","7641","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000531","RDS394044551","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000531","130900","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000532","7644","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000532","RDS415169","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000532","130955","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000533","7683","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000533","RDS433934","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000533","130948","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000534","7686","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000534","RDS820799","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000534","130132","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000535","7689","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000535","RDS889514","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000535","130134","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000537","7715","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000537","RDS1049322741","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000537","130696","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000538","7722","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000538","RDS5767285","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000538","131831","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000539","7724","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000539","RDS1090214","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000539","130761","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000541","7834","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000541","RDS327419","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000541","130947","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000542","7859","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000542","RDS446309","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000542","130171","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000543","7872","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000543","RDS306449","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000543","520623","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000544","7930","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000544","RDS435149","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000544","130191","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000548","7963","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000548","RDS812294","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000548","131097","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000549","7984","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000549","RDS309509","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000549","130205","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000550","7985","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000550","RDS327239","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000550","130206","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000551","8021","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000551","RDS417284","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000551","130215","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000552","8042","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000552","RDS435374","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000552","130222","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000555","8156","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000555","RDS311624","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000555","10230","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000556","8196","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000556","RDS416744","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000556","130256","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000557","8269","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000557","RDS427153411","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000557","130540","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000558","8289","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000558","RDS817244","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000558","130668","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000561","8356","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000561","RDS965879","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000561","130684","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000562","8362","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000562","RDS11590210","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000562","460001","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000563","8366","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000563","RDS11589805","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000563","460032","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000564","8368","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000564","RDS11589895","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000564","460003","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000565","8370","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000565","RDS11589985","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000565","460037","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000566","8372","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000566","RDS300644","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000566","460007","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000567","8373","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000567","RDS11590075","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000567","670042","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000568","8377","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000568","RDS499409","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000568","460102","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000569","8396","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000569","RDS11588770","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000569","460009","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000570","8405","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000570","RDS11588590","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000570","460013","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000571","8437","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000571","RDS5754776","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000571","40013","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000572","8481","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000572","RDS297044","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"STEPLIB","CFIHOS-30000572","520060","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"ISO 15926 part4","CFIHOS-30000573","8510","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
"POSC CAESAR","CFIHOS-30000573","RDS13035555","2021-10-20T09:33:09.158Z","2021-10-20T09:33:09.158Z",,"STANDARD","FR37"
