"tag class name","tag class CFIHOS unique ID","equipment class name","equipment class CFIHOS unique ID","reason for mapping","created date","modified date","terminated date","change request number","status"
"relay","CFIHOS-30000364","relay","CFIHOS-30000364",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"relief valve","CFIHOS-30000295","conventional relief valve","CFIHOS-30000815",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"relief valve","CFIHOS-30000295","pilot operated relief valve","CFIHOS-30000856",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"relief valve","CFIHOS-30000295","pressure-vacuum relief valve","CFIHOS-30000861",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"relief valve","CFIHOS-30000295","relief valve","CFIHOS-30000295",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"remote actuator","CFIHOS-30000696","actuator","CFIHOS-30000607",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"remote actuator","CFIHOS-30000696","electric actuator","CFIHOS-30000336",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"remote actuator","CFIHOS-30000696","hydraulic actuator","CFIHOS-30000433",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"remote actuator","CFIHOS-30000696","pneumatic actuator","CFIHOS-30000443",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"remote terminal unit","CFIHOS-30000209","remote terminal unit","CFIHOS-30000209",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"remote-operated control unit","CFIHOS-30000912","computer","CFIHOS-30000402",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"residential building","CFIHOS-30000210","residential building","CFIHOS-30000210",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"resistance temperature element","CFIHOS-30000463","resistance temperature element","CFIHOS-30000463",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"restriction orifice plate","CFIHOS-30000464","restriction orifice plate","CFIHOS-30000464",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"rigid riser","CFIHOS-30000863","rigid riser","CFIHOS-30000863",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"ring main unit","CFIHOS-30000729","ring main unit","CFIHOS-30000729",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"riser","CFIHOS-30000502","flexible riser","CFIHOS-30000828",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"riser","CFIHOS-30000502","rigid riser","CFIHOS-30000863",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"riser support","CFIHOS-30000656","riser support","CFIHOS-30000656",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"road","CFIHOS-30000218","road","CFIHOS-30000218",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"roller conveyor","CFIHOS-30000569","roller conveyor","CFIHOS-30000569",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"rope","CFIHOS-30000603","rope","CFIHOS-30000603",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"rotameter flow meter","CFIHOS-30000465","rotameter flow meter","CFIHOS-30000465",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"rotary compressor","CFIHOS-30000552","rotary compressor","CFIHOS-30000552",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"rotary pump","CFIHOS-30000864","rotary pump","CFIHOS-30000864",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"rotary table","CFIHOS-30000915","hydraulic controller","CFIHOS-30000434",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"rotary table","CFIHOS-30000915","rotary table","CFIHOS-30000915",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"rotational speed element","CFIHOS-30000750","rotational speed element","CFIHOS-30000750",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"router","CFIHOS-30000221","router","CFIHOS-30000221",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"running tool","CFIHOS-30000628","special tool","CFIHOS-30000247",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"running tool","CFIHOS-30000628","subsea remote operated tool","CFIHOS-30000723",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"rupture disc","CFIHOS-30000466","rupture disc","CFIHOS-30000466",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"safety barrier","CFIHOS-30000222","safety barrier","CFIHOS-30000222",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"safety display plan","CFIHOS-30000916","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"safety display plan","CFIHOS-30000916","safety display plan","CFIHOS-30000916",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"safety shower","CFIHOS-30000513","safety shower","CFIHOS-30000513",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"safety sign","CFIHOS-30000917","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"safety sign","CFIHOS-30000917","safety sign","CFIHOS-30000917",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"sample connection point","CFIHOS-30000918","pipe","CFIHOS-30000496",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"sample loop component","CFIHOS-30000224","sample loop component","CFIHOS-30000224",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"sample vessel","CFIHOS-30000711","sample vessel","CFIHOS-30000711",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"sampler","CFIHOS-30000467","sampler","CFIHOS-30000467",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"sand detector","CFIHOS-30000243","sand detector","CFIHOS-30000243",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"satellite communications terminal","CFIHOS-30000225","satellite communications terminal","CFIHOS-30000225",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"scraper","CFIHOS-30000587","scraper","CFIHOS-30000587",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"screw conveyor","CFIHOS-30000226","screw conveyor","CFIHOS-30000226",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"scrubber","CFIHOS-30000588","scrubber","CFIHOS-30000588",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"seal","CFIHOS-30000309","seal","CFIHOS-30000309",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"selector switch","CFIHOS-30000227","selector switch","CFIHOS-30000227",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"self operating valve","CFIHOS-30000682","flow regulator","CFIHOS-30000429",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"self operating valve","CFIHOS-30000682","pressure regulator","CFIHOS-30000453",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"self operating valve","CFIHOS-30000682","temperature regulator","CFIHOS-30000474",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"separator","CFIHOS-30000698","gas cyclone separator","CFIHOS-30000075",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"separator","CFIHOS-30000698","gravity separator","CFIHOS-30000841",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"separator","CFIHOS-30000698","hydro cyclone","CFIHOS-30000581",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"servo tank gauge","CFIHOS-30000468","servo tank gauge","CFIHOS-30000468",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"shale shaker","CFIHOS-30000228","shale shaker","CFIHOS-30000228",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"shear ram","CFIHOS-30000739","shear ram","CFIHOS-30000739",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"sheave","CFIHOS-30000231","sheave","CFIHOS-30000231",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"shell","CFIHOS-30000590","shell","CFIHOS-30000590",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"shell and tube heat exchanger","CFIHOS-30000755","shell and tube heat exchanger","CFIHOS-30000755",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"shut off damper","CFIHOS-30000232","shut off damper","CFIHOS-30000232",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"side pocket mandrel","CFIHOS-30000233","side pocket mandrel","CFIHOS-30000233",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"sight glass","CFIHOS-30000749","sight glass","CFIHOS-30000749",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"signal","CFIHOS-30000234","indicating instrument","CFIHOS-30000292",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"signal cable","CFIHOS-30000365","signal cable","CFIHOS-30000365",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"signal converter","CFIHOS-30000663","current to current converter","CFIHOS-30000410",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal converter","CFIHOS-30000663","current to pressure converter","CFIHOS-30000411",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal converter","CFIHOS-30000663","current to voltage converter","CFIHOS-30000412",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal converter","CFIHOS-30000663","frequency to current converter","CFIHOS-30000431",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal converter","CFIHOS-30000663","pressure to current converter","CFIHOS-30000455",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal converter","CFIHOS-30000663","voltage to current converter","CFIHOS-30000490",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"signal receiver","CFIHOS-30000951","signal receiver","CFIHOS-30000951",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
"signal splitter","CFIHOS-30000235","signal splitter","CFIHOS-30000235",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"silencer","CFIHOS-30000514","silencer","CFIHOS-30000514",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"single buoy mooring","CFIHOS-30000236","single buoy mooring","CFIHOS-30000236",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"sink","CFIHOS-30000237","sink","CFIHOS-30000237",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"siren","CFIHOS-30000744","siren","CFIHOS-30000744",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"skimmer","CFIHOS-30000239","skimmer","CFIHOS-30000239",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"slat conveyor","CFIHOS-30000570","slat conveyor","CFIHOS-30000570",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"slide control valve","CFIHOS-30000865","slide control valve","CFIHOS-30000865",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"slide valve","CFIHOS-30000866","slide valve","CFIHOS-30000866",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"slip ring","CFIHOS-30000629","slip ring","CFIHOS-30000629",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"slips","CFIHOS-30000919","hydraulic connector","CFIHOS-30000089",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"slips","CFIHOS-30000919","slips","CFIHOS-30000919",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"slug catcher","CFIHOS-30000591","slug catcher","CFIHOS-30000591",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"smoke detector","CFIHOS-30000470","smoke detector","CFIHOS-30000470",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"snatch block","CFIHOS-30000240","snatch block","CFIHOS-30000240",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"solar panel","CFIHOS-30000740","solar panel","CFIHOS-30000740",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"solenoid","CFIHOS-30000368","solenoid","CFIHOS-30000368",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"solenoid valve","CFIHOS-30000681","solenoid valve","CFIHOS-30000681",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0011","STANDARD"
"solid composition analyser","CFIHOS-30000242","solid composition analyser","CFIHOS-30000242",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"sound attenuator","CFIHOS-30000244","sound attenuator","CFIHOS-30000244",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"sound pressure level analyser","CFIHOS-30000245","sound pressure level analyser","CFIHOS-30000245",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"spacer","CFIHOS-30000555","spacer","CFIHOS-30000555",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"spark arrestor","CFIHOS-30000246","spark arrestor","CFIHOS-30000246",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"special tool","CFIHOS-30000247","special tool","CFIHOS-30000247",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"specific gravity analyser","CFIHOS-30000248","specific gravity analyser","CFIHOS-30000248",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"spectacle blind","CFIHOS-30000503","spectacle blind","CFIHOS-30000503",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"speed meter","CFIHOS-30000471","speed meter","CFIHOS-30000471",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"speed switch","CFIHOS-30000690","speed switch","CFIHOS-30000690",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"speed transmitter","CFIHOS-30000472","speed transmitter","CFIHOS-30000472",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0014","STANDARD"
"spiral heat exchanger","CFIHOS-30000867","spiral heat exchanger","CFIHOS-30000867",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"spool piece","CFIHOS-30000504","spool piece","CFIHOS-30000504",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"spray nozzle","CFIHOS-30000657","nozzle","CFIHOS-30000495",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"spreader bar","CFIHOS-30000249","spreader bar","CFIHOS-30000249",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"spring support","CFIHOS-30000250","spring support","CFIHOS-30000250",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"stabilizer column","CFIHOS-30000868","stabilizer column","CFIHOS-30000868",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"stack","CFIHOS-30000251","stack","CFIHOS-30000251",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"static mixer","CFIHOS-30000630","static mixer","CFIHOS-30000630",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0009","STANDARD"
"steam trap","CFIHOS-30000505","steam trap","CFIHOS-30000505",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"steam turbine","CFIHOS-30000556","steam turbine","CFIHOS-30000556",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"storm water drain","CFIHOS-30000920","outfall","CFIHOS-30000907",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"strain gauge","CFIHOS-30000252","strain gauge","CFIHOS-30000252",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0028","TERMINATED"
"strainer","CFIHOS-30000506","strainer","CFIHOS-30000506",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"stretcher","CFIHOS-30000921","cabinet","CFIHOS-30000007",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"stretcher","CFIHOS-30000921","stretcher","CFIHOS-30000921",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"stripper","CFIHOS-30000592","stripper","CFIHOS-30000592",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"stripper column","CFIHOS-30000869","stripper column","CFIHOS-30000869",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"stroke length adjuster","CFIHOS-30000253","stroke length adjuster","CFIHOS-30000253",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"submersible connector","CFIHOS-30000870","submersible connector","CFIHOS-30000870",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"subsea bore protector","CFIHOS-30000712","subsea bore protector","CFIHOS-30000712",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea cable","CFIHOS-30000923","power cable","CFIHOS-30000360",,"2020-11-23T16:52:08.931Z","2020-11-27T15:31:21.346Z",,"CR0031","STANDARD"
"subsea cable","CFIHOS-30000923","subsea cable","CFIHOS-30000923",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"subsea configuration plate","CFIHOS-30000924","control panel","CFIHOS-30000327",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"subsea control module","CFIHOS-30000736","subsea control module","CFIHOS-30000736",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"subsea distributed temperature sensing fiber optic pod","CFIHOS-30000713","subsea distributed temperature sensing fiber optic pod","CFIHOS-30000713",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea distribution unit","CFIHOS-30000679","subsea distribution unit","CFIHOS-30000679",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea flexible flowline","CFIHOS-30000714","subsea flexible flowline","CFIHOS-30000714",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea guide base","CFIHOS-30000737","subsea guide base","CFIHOS-30000737",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"subsea hang-off and pull assembly","CFIHOS-30000716","subsea hang-off and pull assembly","CFIHOS-30000716",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea hanger recovery","CFIHOS-30000715","subsea hanger recovery","CFIHOS-30000715",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea installation workover control","CFIHOS-30000717","subsea installation workover control","CFIHOS-30000717",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea jumper","CFIHOS-30000718","subsea jumper","CFIHOS-30000718",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea manifold support frame","CFIHOS-30000719","subsea manifold support frame","CFIHOS-30000719",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea mudmat","CFIHOS-30000720","subsea mudmat","CFIHOS-30000720",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea pipeline crossing support","CFIHOS-30000721","subsea pipeline crossing support","CFIHOS-30000721",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea protection structure","CFIHOS-30000722","subsea protection structure","CFIHOS-30000722",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea remote operated tool","CFIHOS-30000723","subsea remote operated tool","CFIHOS-30000723",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea remotely operated vehicle","CFIHOS-30000724","subsea remotely operated vehicle","CFIHOS-30000724",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015","STANDARD"
"subsea umbilical","CFIHOS-30000725","subsea dynamic umbilical","CFIHOS-30000871",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015;CR0028","TERMINATED"
"subsea umbilical","CFIHOS-30000725","subsea static umbilical","CFIHOS-30000872",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0015;CR0028","TERMINATED"
"subsea umbilical","CFIHOS-30000725","subsea umbilical","CFIHOS-30000725",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"sump","CFIHOS-30000254","lagoon","CFIHOS-30000898",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"sump","CFIHOS-30000254","sump","CFIHOS-30000254",,"2019-02-26T13:20:04.683Z","2021-10-08T13:10:32.783Z",,"CR0013","STANDARD"
"surge protection","CFIHOS-30000732","surge protection","CFIHOS-30000732",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"swing check valve","CFIHOS-30000873","swing check valve","CFIHOS-30000873",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"switchboard","CFIHOS-30000369","switchboard","CFIHOS-30000369",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"switchgear and controlgear","CFIHOS-30000370","switchgear and controlgear","CFIHOS-30000370",,"2019-03-18T09:38:18.697Z","2021-10-08T13:10:32.783Z",,"CR0012","STANDARD"
"swivel joint","CFIHOS-30000255","swivel joint","CFIHOS-30000255",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"system panel","CFIHOS-30000925","electrical distribution unit","CFIHOS-30000735",,"2020-11-23T16:52:08.931Z","2021-10-08T13:10:32.783Z",,"CR0031","STANDARD"
"system panel","CFIHOS-30000925","system panel","CFIHOS-30000925",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR60","STANDARD"
"tank","CFIHOS-30000593","tank","CFIHOS-30000593",,"2019-05-14T08:41:29.581Z","2021-10-08T13:10:32.783Z",,"CR0028","STANDARD"
"tap","CFIHOS-30000955","tap","CFIHOS-30000955",,"2021-10-08T13:10:32.783Z","2021-10-08T13:10:32.783Z",,"FR52","STANDARD"
